data_as_of,start_date,end_date,group,year,state,sex,age_group,covid_19_deaths,total_deaths,pneumonia_deaths,pneumonia_and_covid_19_deaths,influenza_deaths,pneumonia_influenza_or_covid_19_deaths,footnote,disease_category,prevalence_rate
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,All Sexes,1-4 years,,380,18,0,,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Asthma,8.64
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,All Sexes,5-14 years,18,543,27,10,,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,34.35
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,All Sexes,15-24 years,123,"3,961",123,62,,187,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,28.38
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,All Sexes,18-29 years,279,"6,779",248,144,,387,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,21.15
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,All Sexes,25-34 years,482,"8,054",429,247,10,674,,Hypertension,38.76
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,All Sexes,30-39 years,741,"9,744",687,406,16,"1,038",,Arthritis,21.96
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,All Sexes,35-44 years,"1,000","10,839",900,562,25,"1,361",,Obesity,35.09
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,All Sexes,40-49 years,"1,484","12,615","1,328",880,30,"1,958",,Hypertension,21.15
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,All Sexes,45-54 years,"2,229","16,820","2,017","1,343",35,"2,932",,Hypertension,32.0
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,All Sexes,50-64 years,"5,898","45,366","5,756","3,574",85,"8,159",,Cancer,4.65
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,All Sexes,55-64 years,"4,583","35,482","4,569","2,794",62,"6,418",,Hypertension,20.01
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,All Sexes,65-74 years,"7,300","58,762","7,464","4,482",82,"10,360",,Cancer,5.91
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,All Sexes,75-84 years,"8,223","74,120","8,457","4,739",77,"12,013",,Obesity,36.18
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,All Sexes,85 years and over,"6,334","73,829","6,294","3,193",68,"9,499",,Diabetes,10.9
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,Male,All Ages,"17,806","156,794","17,661","10,431",194,"25,220",,Hypertension,40.73
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,Male,Under 1 year,,882,16,,,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,COPD,3.14
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,Male,0-17 years,27,"1,861",47,,10,78,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Asthma,11.07
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,Male,1-4 years,,219,10,0,,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,16.03
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,Male,5-14 years,,302,11,,,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Depression,4.84
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,Male,15-24 years,73,"2,952",71,31,,115,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Asthma,6.72
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,Male,18-29 years,170,"5,069",154,86,,240,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Chronic Kidney Disease,5.37
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,Male,25-34 years,295,"5,843",258,142,,417,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Depression,16.31
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,Male,30-39 years,457,"6,861",416,244,,638,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,COPD,1.63
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,Male,35-44 years,624,"7,436",560,354,13,841,,Arthritis,22.22
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,Male,40-49 years,935,"8,359",820,547,14,"1,218",,Heart Disease,8.91
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,Male,45-54 years,"1,446","10,788","1,273",870,17,"1,863",,Obesity,47.69
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,Male,50-64 years,"3,693","28,277","3,482","2,216",52,"5,010",,Heart Disease,6.19
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,Male,55-64 years,"2,827","22,005","2,720","1,697",39,"3,889",,Obesity,48.16
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,Male,65-74 years,"4,378","34,435","4,426","2,701",44,"6,145",,Hypertension,36.88
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,Male,75-84 years,"4,915","40,197","5,004","2,899",32,"7,051",,Cancer,3.78
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,Male,85 years and over,"3,231","31,735","3,312","1,732",31,"4,840",,Obesity,41.24
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,Female,All Ages,"12,501","127,599","12,667","7,004",183,"18,334",,Obesity,41.79
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,Female,Under 1 year,,721,14,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,22.29
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,Female,0-17 years,21,"1,317",47,11,,62,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,10.08
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,Female,1-4 years,,161,,0,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Asthma,8.96
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,Female,5-14 years,10,241,16,,,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,28.48
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,Female,15-24 years,50,"1,009",52,31,,72,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Depression,16.11
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,Female,18-29 years,109,"1,710",94,58,,147,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Depression,23.1
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,Female,25-34 years,187,"2,211",171,105,,257,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Asthma,10.71
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,Female,30-39 years,284,"2,883",271,162,,400,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,28.85
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,Female,35-44 years,376,"3,403",340,208,12,520,,Hypertension,33.06
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,Female,40-49 years,549,"4,256",508,333,16,740,,Hypertension,29.05
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,Female,45-54 years,783,"6,032",744,473,18,"1,069",,Hypertension,25.07
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,Female,50-64 years,"2,205","17,089","2,274","1,358",33,"3,149",,Obesity,41.73
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,Female,55-64 years,"1,756","13,477","1,849","1,097",23,"2,529",,Cancer,2.54
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,Female,65-74 years,"2,922","24,327","3,038","1,781",38,"4,215",,Obesity,34.99
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,Female,75-84 years,"3,308","33,923","3,453","1,840",45,"4,962",,Diabetes,19.78
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arizona,Female,85 years and over,"3,103","42,094","2,982","1,461",37,"4,659",,Asthma,6.37
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,All Sexes,All Ages,"12,663","140,174","13,453","6,060",287,"20,323",,Obesity,38.04
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,All Sexes,Under 1 year,,987,25,,0,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,23.27
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,All Sexes,0-17 years,21,"1,735",47,,,66,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,29.89
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,All Sexes,1-4 years,,188,10,,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Depression,22.1
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,All Sexes,5-14 years,11,289,,,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,26.77
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,All Sexes,15-24 years,30,"1,570",37,13,,56,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,8.39
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,All Sexes,18-29 years,89,"2,507",88,43,,138,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Asthma,5.07
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,All Sexes,25-34 years,164,"2,852",150,80,,238,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,15.28
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,All Sexes,30-39 years,240,"3,760",204,104,,346,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,12.29
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,All Sexes,35-44 years,365,"4,888",326,155,14,549,,Chronic Kidney Disease,3.66
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,All Sexes,40-49 years,554,"6,363",525,273,17,822,,Cancer,5.14
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,All Sexes,45-54 years,789,"8,832",782,403,21,"1,188",,Obesity,28.82
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,All Sexes,50-64 years,"2,309","25,410","2,451","1,227",77,"3,606",,Hypertension,20.25
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,All Sexes,55-64 years,"1,846","20,169","1,976",996,63,"2,886",,Chronic Kidney Disease,5.41
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,All Sexes,65-74 years,"2,980","31,094","3,288","1,563",68,"4,766",,Diabetes,13.18
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,All Sexes,75-84 years,"3,498","36,050","3,816","1,650",56,"5,716",,Arthritis,23.49
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,All Sexes,85 years and over,"2,972","33,255","3,034","1,194",55,"4,863",,Diabetes,6.53
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,Male,All Ages,"6,763","73,778","7,375","3,400",134,"10,865",,Hypertension,26.97
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,Male,Under 1 year,,533,12,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Cancer,5.26
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,Male,0-17 years,10,"1,027",25,,,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,23.98
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,Male,1-4 years,,112,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Asthma,9.5
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,Male,5-14 years,,173,,,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,24.34
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,Male,15-24 years,14,"1,155",22,,,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,52.82
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,Male,18-29 years,52,"1,796",48,20,,82,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,36.58
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,Male,25-34 years,93,"1,941",74,37,,133,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,9.95
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,Male,30-39 years,135,"2,431",107,57,,188,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,11.18
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,Male,35-44 years,207,"3,052",175,82,,306,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,18.29
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,Male,40-49 years,310,"3,845",280,148,,451,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,26.81
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,Male,45-54 years,483,"5,330",427,241,,677,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Asthma,8.53
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,Male,50-64 years,"1,370","15,292","1,412",715,38,"2,104",,Chronic Kidney Disease,4.39
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,Male,55-64 years,"1,071","12,095","1,150",574,33,"1,680",,COPD,7.0
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,Male,65-74 years,"1,693","17,862","1,878",898,34,"2,704",,Depression,13.66
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,Male,75-84 years,"1,929","18,549","2,151",968,31,"3,141",,Hypertension,31.36
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,Male,85 years and over,"1,264","12,976","1,474",590,15,"2,162",,Heart Disease,6.82
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,Female,All Ages,"5,900","66,396","6,078","2,660",153,"9,458",,Depression,14.8
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,Female,Under 1 year,,454,13,0,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Cancer,4.88
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,Female,0-17 years,11,708,22,,,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Cancer,4.23
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,Female,1-4 years,,76,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,31.3
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,Female,5-14 years,,116,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,36.49
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,Female,15-24 years,16,415,15,,,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,28.86
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,Female,18-29 years,37,711,40,23,,56,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,21.09
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,Female,25-34 years,71,911,76,43,,105,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Heart Disease,6.97
09/27/2023,01/01/2020,09/23/2023,By Total,2020,Arkansas,Female,30-39 years,105,"1,329",97,47,,158,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,8.33
