yearstart,year,state,locationdesc,datasource,topic,question,response,datavalueunit,datavaluetype,datavalue,datavaluealt,datavaluefootnotesymbol,datavaluefootnote,lowconfidencelimit,highconfidencelimit,stratificationcategory1,stratification1,stratificationcategory2,stratification2,stratificationcategory3,stratification3,geolocation,responseid,locationid,topicid,questionid,datavaluetypeid,stratificationcategoryid1,stratificationid1,disease_category,mortality_rate
2015,2015,VA,Virginia,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,11,11,,,9.5,12.6,Overall,Overall,,,,,"(37.54268067400045, -78.45789046299967)",,51,ALC,ALC2_1,CrdPrev,OVERALL,OVR,Cardiovascular,332.65
2015,2015,VT,Vermont,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,16,16,,,15.5,16.5,Overall,Overall,,,,,"(43.62538123900049, -72.51764079099962)",,50,ALC,ALC2_1,CrdPrev,OVERALL,OVR,Cardiovascular,353.89
2015,2015,WA,Washington,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,,,,"(47.52227862900048, -120.47001078999972)",,53,ALC,ALC2_1,CrdPrev,OVERALL,OVR,Cardiovascular,248.35
2015,2015,WI,Wisconsin,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,,,,"(44.39319117400049, -89.81637074199966)",,55,ALC,ALC2_1,CrdPrev,OVERALL,OVR,Diabetes,49.93
2015,2015,WV,West Virginia,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,19.8,19.8,,,17.8,21.9,Overall,Overall,,,,,"(38.66551020200046, -80.71264013499967)",,54,ALC,ALC2_1,CrdPrev,OVERALL,OVR,Infectious,75.69
2015,2015,WY,Wyoming,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,19.7,19.7,,,17.3,22.4,Overall,Overall,,,,,"(43.23554134300048, -108.10983035299967)",,56,ALC,ALC2_1,CrdPrev,OVERALL,OVR,Cancer,228.59
2015,2015,AK,Alaska,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(64.84507995700051, -147.72205903599973)",,2,ALC,ALC2_2,AgeAdjPrev,RACE,BLK,Accidents,128.34
2015,2015,AK,Alaska,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.2,16.2,,,13.1,19.8,Gender,Female,,,,,"(64.84507995700051, -147.72205903599973)",,2,ALC,ALC2_2,AgeAdjPrev,GENDER,GENF,Respiratory,137.11
2015,2015,AK,Alaska,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(64.84507995700051, -147.72205903599973)",,2,ALC,ALC2_2,AgeAdjPrev,RACE,HIS,Cancer,204.07
2015,2015,AK,Alaska,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,23.5,23.5,,,20.6,26.8,Gender,Male,,,,,"(64.84507995700051, -147.72205903599973)",,2,ALC,ALC2_2,AgeAdjPrev,GENDER,GENM,Kidney,72.47
2015,2015,AK,Alaska,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,23.3,23.3,,,15.7,33,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(64.84507995700051, -147.72205903599973)",,2,ALC,ALC2_2,AgeAdjPrev,RACE,MRC,Respiratory,110.61
2015,2015,AK,Alaska,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,18.5,18.5,,,14.2,23.7,Race/Ethnicity,"Other, non-Hispanic",,,,,"(64.84507995700051, -147.72205903599973)",,2,ALC,ALC2_2,AgeAdjPrev,RACE,OTH,Cardiovascular,301.55
2015,2015,AK,Alaska,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,20,20,,,17.8,22.3,Overall,Overall,,,,,"(64.84507995700051, -147.72205903599973)",,2,ALC,ALC2_2,AgeAdjPrev,OVERALL,OVR,Respiratory,111.36
2015,2015,AK,Alaska,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,21.9,21.9,,,19.1,25,Race/Ethnicity,"White, non-Hispanic",,,,,"(64.84507995700051, -147.72205903599973)",,2,ALC,ALC2_2,AgeAdjPrev,RACE,WHT,Cardiovascular,271.55
2015,2015,AL,Alabama,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,12.4,12.4,,,10.4,14.7,Race/Ethnicity,"Black, non-Hispanic",,,,,"(32.84057112200048, -86.63186076199969)",,1,ALC,ALC2_2,AgeAdjPrev,RACE,BLK,Accidents,86.59
2015,2015,AL,Alabama,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,8.1,8.1,,,6.9,9.5,Gender,Female,,,,,"(32.84057112200048, -86.63186076199969)",,1,ALC,ALC2_2,AgeAdjPrev,GENDER,GENF,Kidney,49.16
2015,2015,AL,Alabama,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(32.84057112200048, -86.63186076199969)",,1,ALC,ALC2_2,AgeAdjPrev,RACE,HIS,Diabetes,52.45
2015,2015,AL,Alabama,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.7,16.7,,,14.8,18.7,Gender,Male,,,,,"(32.84057112200048, -86.63186076199969)",,1,ALC,ALC2_2,AgeAdjPrev,GENDER,GENM,Accidents,130.35
2015,2015,AL,Alabama,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(32.84057112200048, -86.63186076199969)",,1,ALC,ALC2_2,AgeAdjPrev,RACE,MRC,Kidney,39.01
2015,2015,AL,Alabama,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(32.84057112200048, -86.63186076199969)",,1,ALC,ALC2_2,AgeAdjPrev,RACE,OTH,Respiratory,97.79
2015,2015,AL,Alabama,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,12.2,12.2,,,11.1,13.4,Overall,Overall,,,,,"(32.84057112200048, -86.63186076199969)",,1,ALC,ALC2_2,AgeAdjPrev,OVERALL,OVR,Accidents,153.63
2015,2015,AL,Alabama,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,12.6,12.6,,,11.1,14.1,Race/Ethnicity,"White, non-Hispanic",,,,,"(32.84057112200048, -86.63186076199969)",,1,ALC,ALC2_2,AgeAdjPrev,RACE,WHT,Cancer,239.11
2015,2015,AR,Arkansas,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,14.2,14.2,,,9.7,20.3,Race/Ethnicity,"Black, non-Hispanic",,,,,"(34.74865012400045, -92.27449074299966)",,5,ALC,ALC2_2,AgeAdjPrev,RACE,BLK,Kidney,14.22
2015,2015,AR,Arkansas,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,9.8,9.8,,,7.8,12.3,Gender,Female,,,,,"(34.74865012400045, -92.27449074299966)",,5,ALC,ALC2_2,AgeAdjPrev,GENDER,GENF,Accidents,73.04
2015,2015,AR,Arkansas,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(34.74865012400045, -92.27449074299966)",,5,ALC,ALC2_2,AgeAdjPrev,RACE,HIS,Infectious,34.7
2015,2015,AR,Arkansas,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,20.5,20.5,,,17.2,24.3,Gender,Male,,,,,"(34.74865012400045, -92.27449074299966)",,5,ALC,ALC2_2,AgeAdjPrev,GENDER,GENM,Cardiovascular,202.47
2015,2015,AR,Arkansas,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(34.74865012400045, -92.27449074299966)",,5,ALC,ALC2_2,AgeAdjPrev,RACE,MRC,Respiratory,25.84
2015,2015,AR,Arkansas,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(34.74865012400045, -92.27449074299966)",,5,ALC,ALC2_2,AgeAdjPrev,RACE,OTH,Cancer,194.52
2015,2015,AR,Arkansas,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,15.1,15.1,,,13.1,17.4,Overall,Overall,,,,,"(34.74865012400045, -92.27449074299966)",,5,ALC,ALC2_2,AgeAdjPrev,OVERALL,OVR,Kidney,32.87
2015,2015,AR,Arkansas,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.1,16.1,,,13.6,18.9,Race/Ethnicity,"White, non-Hispanic",,,,,"(34.74865012400045, -92.27449074299966)",,5,ALC,ALC2_2,AgeAdjPrev,RACE,WHT,Liver,55.9
2015,2015,AZ,Arizona,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,13,13,,,7.7,21,Race/Ethnicity,"Black, non-Hispanic",,,,,"(34.865970280000454, -111.76381127699972)",,4,ALC,ALC2_2,AgeAdjPrev,RACE,BLK,Cardiovascular,168.74
2015,2015,AZ,Arizona,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,9,9,,,7.7,10.6,Gender,Female,,,,,"(34.865970280000454, -111.76381127699972)",,4,ALC,ALC2_2,AgeAdjPrev,GENDER,GENF,Cancer,203.32
2015,2015,AZ,Arizona,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.8,16.8,,,14.1,19.9,Race/Ethnicity,Hispanic,,,,,"(34.865970280000454, -111.76381127699972)",,4,ALC,ALC2_2,AgeAdjPrev,RACE,HIS,Cancer,183.4
2015,2015,AZ,Arizona,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,20.8,20.8,,,18.6,23.2,Gender,Male,,,,,"(34.865970280000454, -111.76381127699972)",,4,ALC,ALC2_2,AgeAdjPrev,GENDER,GENM,Respiratory,165.06
2015,2015,AZ,Arizona,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,17.7,17.7,,,10.2,28.9,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(34.865970280000454, -111.76381127699972)",,4,ALC,ALC2_2,AgeAdjPrev,RACE,MRC,Cardiovascular,320.57
2015,2015,AZ,Arizona,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,13.4,13.4,,,8.9,19.6,Race/Ethnicity,"Other, non-Hispanic",,,,,"(34.865970280000454, -111.76381127699972)",,4,ALC,ALC2_2,AgeAdjPrev,RACE,OTH,Infectious,99.63
2015,2015,AZ,Arizona,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,14.9,14.9,,,13.6,16.4,Overall,Overall,,,,,"(34.865970280000454, -111.76381127699972)",,4,ALC,ALC2_2,AgeAdjPrev,OVERALL,OVR,Accidents,80.2
2015,2015,AZ,Arizona,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,14,14,,,12.4,15.9,Race/Ethnicity,"White, non-Hispanic",,,,,"(34.865970280000454, -111.76381127699972)",,4,ALC,ALC2_2,AgeAdjPrev,RACE,WHT,Infectious,129.63
2015,2015,CA,California,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.5,16.5,,,12.7,21.1,Race/Ethnicity,"Black, non-Hispanic",,,,,"(37.63864012300047, -120.99999953799971)",,6,ALC,ALC2_2,AgeAdjPrev,RACE,BLK,Cancer,137.88
2015,2015,CA,California,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,12,12,,,11,13.1,Gender,Female,,,,,"(37.63864012300047, -120.99999953799971)",,6,ALC,ALC2_2,AgeAdjPrev,GENDER,GENF,Neurological,41.93
2015,2015,CA,California,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.1,16.1,,,14.7,17.7,Race/Ethnicity,Hispanic,,,,,"(37.63864012300047, -120.99999953799971)",,6,ALC,ALC2_2,AgeAdjPrev,RACE,HIS,Infectious,77.91
2015,2015,CA,California,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,21.2,21.2,,,19.9,22.6,Gender,Male,,,,,"(37.63864012300047, -120.99999953799971)",,6,ALC,ALC2_2,AgeAdjPrev,GENDER,GENM,Other,73.81
2015,2015,CA,California,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,15.9,15.9,,,11.6,21.5,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(37.63864012300047, -120.99999953799971)",,6,ALC,ALC2_2,AgeAdjPrev,RACE,MRC,Other,36.96
2015,2015,CA,California,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.4,10.4,,,8.4,12.7,Race/Ethnicity,"Other, non-Hispanic",,,,,"(37.63864012300047, -120.99999953799971)",,6,ALC,ALC2_2,AgeAdjPrev,RACE,OTH,Respiratory,114.5
2015,2015,CA,California,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.6,16.6,,,15.8,17.5,Overall,Overall,,,,,"(37.63864012300047, -120.99999953799971)",,6,ALC,ALC2_2,AgeAdjPrev,OVERALL,OVR,Cancer,142.32
2015,2015,CA,California,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,20.8,20.8,,,19.4,22.2,Race/Ethnicity,"White, non-Hispanic",,,,,"(37.63864012300047, -120.99999953799971)",,6,ALC,ALC2_2,AgeAdjPrev,RACE,WHT,Infectious,103.65
2015,2015,CO,Colorado,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,13.5,13.5,,,8.6,20.7,Race/Ethnicity,"Black, non-Hispanic",,,,,"(38.843840757000464, -106.13361092099967)",,8,ALC,ALC2_2,AgeAdjPrev,RACE,BLK,Respiratory,148.6
2015,2015,CO,Colorado,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,13,13,,,11.6,14.4,Gender,Female,,,,,"(38.843840757000464, -106.13361092099967)",,8,ALC,ALC2_2,AgeAdjPrev,GENDER,GENF,Cardiovascular,289.45
2015,2015,CO,Colorado,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,15.6,15.6,,,13.3,18.3,Race/Ethnicity,Hispanic,,,,,"(38.843840757000464, -106.13361092099967)",,8,ALC,ALC2_2,AgeAdjPrev,RACE,HIS,Diabetes,47.42
2015,2015,CO,Colorado,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,22.8,22.8,,,21,24.7,Gender,Male,,,,,"(38.843840757000464, -106.13361092099967)",,8,ALC,ALC2_2,AgeAdjPrev,GENDER,GENM,Cancer,171.73
2015,2015,CO,Colorado,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,20.5,20.5,,,12.4,32,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(38.843840757000464, -106.13361092099967)",,8,ALC,ALC2_2,AgeAdjPrev,RACE,MRC,Cardiovascular,185.34
2015,2015,CO,Colorado,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,11.2,11.2,,,7.4,16.8,Race/Ethnicity,"Other, non-Hispanic",,,,,"(38.843840757000464, -106.13361092099967)",,8,ALC,ALC2_2,AgeAdjPrev,RACE,OTH,Respiratory,122.52
2015,2015,CO,Colorado,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,18,18,,,16.8,19.2,Overall,Overall,,,,,"(38.843840757000464, -106.13361092099967)",,8,ALC,ALC2_2,AgeAdjPrev,OVERALL,OVR,Accidents,57.59
2015,2015,CO,Colorado,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,19.4,19.4,,,18,21,Race/Ethnicity,"White, non-Hispanic",,,,,"(38.843840757000464, -106.13361092099967)",,8,ALC,ALC2_2,AgeAdjPrev,RACE,WHT,Respiratory,84.68
2015,2015,CT,Connecticut,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,12.1,12.1,,,9.2,15.7,Race/Ethnicity,"Black, non-Hispanic",,,,,"(41.56266102000046, -72.64984095199964)",,9,ALC,ALC2_2,AgeAdjPrev,RACE,BLK,Cardiovascular,228.82
2015,2015,CT,Connecticut,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,12.3,12.3,,,10.9,13.8,Gender,Female,,,,,"(41.56266102000046, -72.64984095199964)",,9,ALC,ALC2_2,AgeAdjPrev,GENDER,GENF,Cancer,180.43
2015,2015,CT,Connecticut,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,15,15,,,12.4,18.1,Race/Ethnicity,Hispanic,,,,,"(41.56266102000046, -72.64984095199964)",,9,ALC,ALC2_2,AgeAdjPrev,RACE,HIS,Other,31.93
2015,2015,CT,Connecticut,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,24.3,24.3,,,22.5,26.2,Gender,Male,,,,,"(41.56266102000046, -72.64984095199964)",,9,ALC,ALC2_2,AgeAdjPrev,GENDER,GENM,Respiratory,133.99
2015,2015,CT,Connecticut,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,13.3,13.3,,,7.7,22,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(41.56266102000046, -72.64984095199964)",,9,ALC,ALC2_2,AgeAdjPrev,RACE,MRC,Diabetes,61.58
2015,2015,CT,Connecticut,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,8.8,8.8,,,5.7,13.5,Race/Ethnicity,"Other, non-Hispanic",,,,,"(41.56266102000046, -72.64984095199964)",,9,ALC,ALC2_2,AgeAdjPrev,RACE,OTH,Kidney,45.68
2015,2015,CT,Connecticut,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,18.2,18.2,,,17.1,19.5,Overall,Overall,,,,,"(41.56266102000046, -72.64984095199964)",,9,ALC,ALC2_2,AgeAdjPrev,OVERALL,OVR,Respiratory,125.49
2015,2015,CT,Connecticut,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,21.2,21.2,,,19.7,22.8,Race/Ethnicity,"White, non-Hispanic",,,,,"(41.56266102000046, -72.64984095199964)",,9,ALC,ALC2_2,AgeAdjPrev,RACE,WHT,Neurological,50.17
2015,2015,DC,District of Columbia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.8,16.8,,,13,21.3,Race/Ethnicity,"Black, non-Hispanic",,,,,"(38.907192, -77.036871)",,11,ALC,ALC2_2,AgeAdjPrev,RACE,BLK,Infectious,82.63
2015,2015,DC,District of Columbia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,19.2,19.2,,,16,22.9,Gender,Female,,,,,"(38.907192, -77.036871)",,11,ALC,ALC2_2,AgeAdjPrev,GENDER,GENF,Diabetes,63.01
2015,2015,DC,District of Columbia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,30.6,30.6,,,22.8,39.6,Race/Ethnicity,Hispanic,,,,,"(38.907192, -77.036871)",,11,ALC,ALC2_2,AgeAdjPrev,RACE,HIS,Diabetes,29.94
2015,2015,DC,District of Columbia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,30.1,30.1,,,26,34.5,Gender,Male,,,,,"(38.907192, -77.036871)",,11,ALC,ALC2_2,AgeAdjPrev,GENDER,GENM,Cancer,239.83
2015,2015,DC,District of Columbia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,34.4,34.4,,,25,45.2,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(38.907192, -77.036871)",,11,ALC,ALC2_2,AgeAdjPrev,RACE,MRC,Cardiovascular,205.93
2015,2015,DC,District of Columbia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,15.1,15.1,,,8.6,25.2,Race/Ethnicity,"Other, non-Hispanic",,,,,"(38.907192, -77.036871)",,11,ALC,ALC2_2,AgeAdjPrev,RACE,OTH,Liver,56.35
2015,2015,DC,District of Columbia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,24.4,24.4,,,21.7,27.3,Overall,Overall,,,,,"(38.907192, -77.036871)",,11,ALC,ALC2_2,AgeAdjPrev,OVERALL,OVR,Infectious,109.11
2015,2015,DC,District of Columbia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,31.6,31.6,,,27.4,36.1,Race/Ethnicity,"White, non-Hispanic",,,,,"(38.907192, -77.036871)",,11,ALC,ALC2_2,AgeAdjPrev,RACE,WHT,Respiratory,147.77
2015,2015,DE,Delaware,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,14.6,14.6,,,10.9,19.3,Race/Ethnicity,"Black, non-Hispanic",,,,,"(39.008830667000495, -75.57774116799965)",,10,ALC,ALC2_2,AgeAdjPrev,RACE,BLK,Cardiovascular,251.72
2015,2015,DE,Delaware,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,13.2,13.2,,,10.9,16,Gender,Female,,,,,"(39.008830667000495, -75.57774116799965)",,10,ALC,ALC2_2,AgeAdjPrev,GENDER,GENF,Cancer,185.5
2015,2015,DE,Delaware,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.1,16.1,,,10.9,23.1,Race/Ethnicity,Hispanic,,,,,"(39.008830667000495, -75.57774116799965)",,10,ALC,ALC2_2,AgeAdjPrev,RACE,HIS,Diabetes,78.95
2015,2015,DE,Delaware,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,18.6,18.6,,,15.8,21.6,Gender,Male,,,,,"(39.008830667000495, -75.57774116799965)",,10,ALC,ALC2_2,AgeAdjPrev,GENDER,GENM,Cardiovascular,283.73
2015,2015,DE,Delaware,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(39.008830667000495, -75.57774116799965)",,10,ALC,ALC2_2,AgeAdjPrev,RACE,MRC,Cancer,175.27
2015,2015,DE,Delaware,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(39.008830667000495, -75.57774116799965)",,10,ALC,ALC2_2,AgeAdjPrev,RACE,OTH,Respiratory,96.15
2015,2015,DE,Delaware,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,15.7,15.7,,,13.9,17.8,Overall,Overall,,,,,"(39.008830667000495, -75.57774116799965)",,10,ALC,ALC2_2,AgeAdjPrev,OVERALL,OVR,Diabetes,18.55
2015,2015,DE,Delaware,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,17.3,17.3,,,14.8,20.2,Race/Ethnicity,"White, non-Hispanic",,,,,"(39.008830667000495, -75.57774116799965)",,10,ALC,ALC2_2,AgeAdjPrev,RACE,WHT,Cardiovascular,257.7
2015,2015,FL,Florida,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,11.8,11.8,,,9.1,15.2,Race/Ethnicity,"Black, non-Hispanic",,,,,"(28.932040377000476, -81.92896053899966)",,12,ALC,ALC2_2,AgeAdjPrev,RACE,BLK,Neurological,68.35
2015,2015,FL,Florida,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,12.6,12.6,,,11,14.2,Gender,Female,,,,,"(28.932040377000476, -81.92896053899966)",,12,ALC,ALC2_2,AgeAdjPrev,GENDER,GENF,Infectious,108.4
2015,2015,FL,Florida,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,15.2,15.2,,,12.6,18.2,Race/Ethnicity,Hispanic,,,,,"(28.932040377000476, -81.92896053899966)",,12,ALC,ALC2_2,AgeAdjPrev,RACE,HIS,Accidents,100.77
2015,2015,FL,Florida,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,22,22,,,19.9,24.2,Gender,Male,,,,,"(28.932040377000476, -81.92896053899966)",,12,ALC,ALC2_2,AgeAdjPrev,GENDER,GENM,Cardiovascular,316.71
